id,x0,x1
998,1.95445055,1.48963419
999,1.84788588,1.38406917
1000,1.74000310,1.27985158
1001,1.63071159,1.17711228
1002,1.51960848,1.07633480
1003,1.40678074,0.97749199
1004,1.29211001,0.88079337
1005,1.18262542,0.79194449
1006,1.08111080,0.71234686
1007,0.98795385,0.64155998
1008,0.90349441,0.57917727
1009,0.82559310,0.52307570
1010,0.75444027,0.47301298
1011,0.68773413,0.42706420
1012,0.62807859,0.38675024
1013,0.57310578,0.35022639
1014,0.52288846,0.31739013
1015,0.47750808,0.28812204
1016,0.43449033,0.26072727
1017,0.39642001,0.23673455
